Source,Translation,Context
Tip Screen,Màn hình tiền tip,
Tip Amount,Số tiền tip,
Tip Percentage,Phần trăm tip,
Suggested Tip,Tip gợi ý,
Custom Tip,Tip tùy chỉnh,
No Tip,Không tip,
# ---- Restaurant POS ----
Order Type Restaurant,Loại đơn nhà hàng,
Dine In Order,Đơn tại chỗ,
Takeaway Order,Đơn mang đi,
Delivery Order Restaurant,Đơn giao hàng,
Drive Thru,Lái xe qua,
Curbside,Vỉa hè,
Counter Order,Đơn quầy,
Table Order,Đơn bàn,
Split Bill,Chia hóa đơn,
Merge Bill,Gộp hóa đơn,
Transfer Table,Chuyển bàn,
Reserve Table,Đặt bàn,
Combine Tables,Ghép bàn,
Station,Trạm,
Kitchen Display,Màn hình bếp,
KDS,Màn hình bếp,
Kitchen Ticket,Phiếu bếp,
Order Ticket Kitchen,Phiếu gọi món,
Expedite,Đẩy nhanh,
Fire Order,Đưa bếp,
Hold Order,Giữ đơn,
Recall Order,Gọi lại đơn,
Modifier,Tùy chỉnh,
Modifier Group,Nhóm tùy chỉnh,
Add Ons,Phụ thêm,
Special Instructions,Hướng dẫn đặc biệt,
First Course,Món đầu,
Second Course,Món thứ hai,
Final Course,Món cuối,
# ---- Till ----
Till,Ngăn kéo tiền,
Till Balance,Số dư ngăn kéo tiền,
Till Variance,Chênh lệch ngăn kéo,
Drop,Rút tiền,
Cash Drop,Rút tiền mặt,
Skim,Rút bớt,
Pickup,Lấy tiền,
Cash Pickup,Lấy tiền mặt,
Petty Cash,Tiền lặt vặt,
Paid Out,Chi ra,
Paid In,Thu vào,
# ======================================================================
# BATCH 15: Marketing & Advertising
# ======================================================================
Marketing,Tiếp thị,
Marketing Strategy,Chiến lược tiếp thị,
Marketing Plan,Kế hoạch tiếp thị,
Marketing Mix,Hỗn hợp tiếp thị,
Product Marketing,Tiếp thị sản phẩm,
Brand Marketing,Tiếp thị thương hiệu,
Content Marketing,Tiếp thị nội dung,
Digital Marketing,Tiếp thị số,
Social Media Marketing,Tiếp thị mạng xã hội,
SEO Marketing,Tiếp thị SEO,
SEM,Tiếp thị công cụ tìm kiếm,
Search Engine Marketing,Tiếp thị công cụ tìm kiếm,
PPC,Quảng cáo trả theo nhấp chuột,
Pay Per Click,Trả theo nhấp chuột,
Display Advertising,Quảng cáo hiển thị,
Banner Ad,Quảng cáo banner,
Video Advertising,Quảng cáo video,
Native Advertising,Quảng cáo bản địa,
Affiliate Marketing,Tiếp thị liên kết,
Affiliate Program,Chương trình liên kết,
Referral Program,Chương trình giới thiệu,
Influencer Marketing,Tiếp thị người ảnh hưởng,
Influencer,Người ảnh hưởng,
KOL,Người có tầm ảnh hưởng,
Brand Ambassador,Đại sứ thương hiệu,
Partnership Marketing,Tiếp thị đối tác,
# ---- Campaigns ----
Campaign Objective,Mục tiêu chiến dịch,
Brand Awareness,Nhận biết thương hiệu,
Lead Generation Campaign,Tạo khách hàng tiềm năng,
Sales Conversion,Chuyển đổi bán hàng,
Customer Retention,Giữ chân khách hàng,
Reactivation,Kích hoạt lại,
Upselling Campaign,Chiến dịch bán thêm,
Cross Sell Campaign,Chiến dịch bán chéo,
Welcome Campaign,Chiến dịch chào mừng,
Abandoned Cart,Giỏ hàng bị bỏ,
Abandoned Cart Campaign,Chiến dịch giỏ hàng bị bỏ,
Re Engagement,Tương tác lại,
Win Back,Giành lại,
Seasonal Campaign,Chiến dịch theo mùa,
Holiday Campaign,Chiến dịch ngày lễ,
Launch Campaign,Chiến dịch ra mắt,
# ---- Ad types ----
Ad,Quảng cáo,
Ads,Quảng cáo,
Advertisement,Quảng cáo,
Text Ad,Quảng cáo văn bản,
Image Ad,Quảng cáo hình ảnh,
Video Ad,Quảng cáo video,
Shopping Ad,Quảng cáo mua sắm,
App Install Ad,Quảng cáo cài app,
Lead Ad,Quảng cáo khách tiềm năng,
Carousel Ad,Quảng cáo băng chuyền,
Story Ad,Quảng cáo story,
Reel Ad,Quảng cáo reel,
Sponsored,Được tài trợ,
Paid Social,Mạng xã hội trả phí,
Organic Social,Mạng xã hội tự nhiên,
Boost Post,Thúc đẩy bài đăng,
Promoted Post,Bài đăng được quảng bá,
# ---- Ad platforms ----
Google Ads,Google Ads,
Facebook Ads,Facebook Ads,
Instagram Ads,Instagram Ads,
TikTok Ads,TikTok Ads,
LinkedIn Ads,LinkedIn Ads,
Twitter Ads,Twitter Ads,
YouTube Ads,YouTube Ads,
Bing Ads,Bing Ads,
Microsoft Ads,Microsoft Ads,
Zalo Ads,Zalo Ads,
Pinterest Ads,Pinterest Ads,
Snapchat Ads,Snapchat Ads,
Amazon Ads,Amazon Ads,
Ad Network,Mạng quảng cáo,
Ad Exchange,Sàn quảng cáo,
DSP,Nền tảng mua quảng cáo,
SSP,Nền tảng bán quảng cáo,
# ---- Ad metrics ----
Impressions,Lượt hiển thị,
Reach,Tiếp cận,
Frequency Ad,Tần suất,
Engagement Rate Ad,Tỷ lệ tương tác,
Click Through,Nhấp qua,
CPC,Chi phí mỗi nhấp,
Cost Per Click,Chi phí mỗi nhấp,
CPM,Chi phí mỗi nghìn lượt,
Cost Per Mille,Chi phí mỗi nghìn lượt,
CPA,Chi phí mỗi hành động,
Cost Per Action,Chi phí mỗi hành động,
CPL,Chi phí mỗi khách tiềm năng,
Cost Per Lead,Chi phí mỗi khách tiềm năng,
CPV,Chi phí mỗi lượt xem,
Cost Per View,Chi phí mỗi lượt xem,
CPI,Chi phí mỗi cài đặt,
Cost Per Install,Chi phí mỗi cài đặt,
CAC Marketing,Chi phí thu hút KH,
LTV CAC,Tỷ lệ LTV/CAC,
ROAS,Lợi nhuận trên chi tiêu quảng cáo,
Return on Ad Spend,Lợi nhuận trên chi tiêu quảng cáo,
Ad Spend,Chi tiêu quảng cáo,
Ad Revenue,Doanh thu quảng cáo,
Ad Budget,Ngân sách quảng cáo,
Daily Budget,Ngân sách hàng ngày,
Lifetime Budget,Ngân sách trọn đời,
Pacing,Phân phối,
Accelerated Pacing,Phân phối nhanh,
Standard Pacing,Phân phối chuẩn,
Budget Remaining,Ngân sách còn lại,
# ---- Targeting ----
Targeting,Nhắm mục tiêu,
Demographic Targeting,Nhắm theo nhân khẩu,
Geographic Targeting,Nhắm theo địa lý,
Behavioral Targeting,Nhắm theo hành vi,
Interest Targeting,Nhắm theo sở thích,
Lookalike Audience,Tệp tương tự,
Custom Audience,Tệp tùy chỉnh,
Retargeting,Tiếp thị lại,
Remarketing,Tiếp thị lại,
Dynamic Retargeting,Tiếp thị lại động,
Interest Category,Danh mục sở thích,
Gender Targeting,Nhắm theo giới tính,
Age Targeting,Nhắm theo tuổi,
Language Targeting,Nhắm theo ngôn ngữ,
Location Targeting,Nhắm theo vị trí,
Device Targeting,Nhắm theo thiết bị,
Desktop,Máy tính để bàn,
Mobile Device,Di động,
Tablet,Máy tính bảng,
Smart TV,Smart TV,
# ---- Content marketing ----
Content,Nội dung,
Content Strategy,Chiến lược nội dung,
Content Calendar,Lịch nội dung,
Editorial Calendar,Lịch biên tập,
Blog Marketing,Tiếp thị blog,
Video Marketing,Tiếp thị video,
Podcast Marketing,Tiếp thị podcast,
Email Marketing,Tiếp thị email,
Webinar,Hội thảo trực tuyến,
Whitepaper,Sách trắng,
Ebook,Sách điện tử,
Infographic,Đồ họa thông tin,
Case Study,Nghiên cứu điển hình,
User Generated Content,Nội dung do người dùng tạo,
UGC,Nội dung do người dùng tạo,
Viral Content,Nội dung lan truyền,
Trending Content,Nội dung xu hướng,
Evergreen Content,Nội dung thường xanh,
Seasonal Content,Nội dung theo mùa,
# ---- SEO ----
SEO Audit,Kiểm toán SEO,
On Page SEO,SEO trên trang,
Off Page SEO,SEO ngoài trang,
Technical SEO,SEO kỹ thuật,
Local SEO,SEO địa phương,
International SEO,SEO quốc tế,
Mobile SEO,SEO di động,
Voice SEO,SEO giọng nói,
Keyword,Từ khóa,
Keywords,Từ khóa,
Long Tail Keyword,Từ khóa đuôi dài,
Short Tail Keyword,Từ khóa đuôi ngắn,
Keyword Research,Nghiên cứu từ khóa,
Keyword Density,Mật độ từ khóa,
Keyword Difficulty,Độ khó từ khóa,
Search Volume,Khối lượng tìm kiếm,
SERP,Trang kết quả tìm kiếm,
Organic Traffic,Lưu lượng tự nhiên,
Paid Traffic,Lưu lượng trả phí,
Referral Traffic,Lưu lượng giới thiệu,
Direct Traffic,Lưu lượng trực tiếp,
Social Traffic,Lưu lượng mạng xã hội,
Backlink,Liên kết ngược,
Backlinks,Liên kết ngược,
Internal Link,Liên kết nội bộ,
External Link,Liên kết ngoài,
Link Building,Xây dựng liên kết,
Domain Authority,Thẩm quyền tên miền,
DA,Thẩm quyền tên miền,
Page Authority,Thẩm quyền trang,
PA,Thẩm quyền trang,
Bounce Rate SEO,Tỷ lệ thoát,
Exit Rate,Tỷ lệ thoát,
Page Speed,Tốc độ trang,
Core Web Vitals,Core Web Vitals,
LCP,Largest Contentful Paint,
FID,First Input Delay,
CLS,Cumulative Layout Shift,
Mobile Friendly,Thân thiện di động,
Responsive,Đáp ứng,
# ---- Email marketing ----
Email List,Danh sách email,
Subscribers,Người đăng ký,
Opt In,Đồng ý nhận,
Opt Out,Hủy đăng ký,
Double Opt In,Xác nhận đăng ký kép,
Single Opt In,Đăng ký đơn,
Email Open,Mở email,
Email Click,Nhấp trong email,
Email Bounce,Email bị bật,
Hard Bounce,Email bị bật cứng,
Soft Bounce,Email bị bật mềm,
Unsubscribe Rate,Tỷ lệ hủy đăng ký,
Complaint Rate,Tỷ lệ khiếu nại,
Spam Rate,Tỷ lệ spam,
Inbox Placement,Vị trí hộp thư,
Sender Reputation,Danh tiếng người gửi,
Email Automation,Tự động hóa email,
Email Workflow,Quy trình email,
Email Trigger,Kích hoạt email,
A/B Testing,Kiểm thử A/B,
Split Test,Kiểm thử chia,
Subject Line,Dòng tiêu đề,
Preview Text,Văn bản xem trước,
From Name,Tên người gửi,
Reply To,Trả lời đến,
Template Email,Mẫu email,
Personalization,Cá nhân hóa,
Dynamic Content,Nội dung động,
# ---- Analytics ----
Google Analytics,Google Analytics,
Facebook Pixel,Facebook Pixel,
Conversion Pixel,Pixel chuyển đổi,
Tracking Pixel,Pixel theo dõi,
UTM,Tham số UTM,
UTM Parameters,Tham số UTM,
Source,Nguồn,
Campaign Source,Nguồn chiến dịch,
Campaign Medium,Phương tiện chiến dịch,
Campaign Term,Thuật ngữ chiến dịch,
Campaign Content,Nội dung chiến dịch,
# ======================================================================
# BATCH 16: Document Fields Detail
# ======================================================================
Bill,Hóa đơn,
Bill of Supply,Hóa đơn cung cấp,
Bill Date,Ngày hóa đơn,
Bill Number,Số hóa đơn,
Bill Value,Giá trị hóa đơn,
Supplier Invoice No,Số hóa đơn NCC,
Supplier Invoice Date,Ngày hóa đơn NCC,
Dunning Date,Ngày nhắc nợ,
Dunning Amount,Số tiền nhắc nợ,
Letter Head Name,Tiêu đề thư,
Content Letter Head,Nội dung tiêu đề thư,
Terms and Conditions Template,Mẫu điều khoản,
Terms and Conditions Content,Nội dung điều khoản,
Ref Type,Loại tham chiếu,
Ref Number,Số tham chiếu,
# ---- Reference invoice ----
Customer PO,PO khách hàng,
Quotation To,Báo giá cho,
Order Confirmation Number,Số xác nhận đơn hàng,
Reference Order,Đơn hàng tham chiếu,
Reference Invoice,Hóa đơn tham chiếu,
Reference Payment,Thanh toán tham chiếu,
Reference Delivery,Giao hàng tham chiếu,
Reference Receipt,Nhận hàng tham chiếu,
Related Documents,Tài liệu liên quan,
Linked Documents,Tài liệu liên kết,
# ---- Document fields ----
Naming Series,Số seri đặt tên,
Series Number,Số seri,
Document Number,Số tài liệu,
Document Date,Ngày tài liệu,
Document Type,Loại tài liệu,
Document Status,Trạng thái tài liệu,
Document Description,Mô tả tài liệu,
Document Owner,Chủ tài liệu,
Assigned Users,Người dùng được giao,
Watchers,Người theo dõi,
Collaborators,Cộng tác viên,
# ---- Line items ----
Item Wise,Theo mặt hàng,
Add Item to Row,Thêm mặt hàng,
Row Number,Số dòng,
Add Row,Thêm dòng,
Delete Row,Xóa dòng,
Duplicate Row,Nhân bản dòng,
Insert Row Above,Chèn dòng trên,
Insert Row Below,Chèn dòng dưới,
Move Row Up,Di chuyển dòng lên,
Move Row Down,Di chuyển dòng xuống,
Clear Row,Xóa nội dung dòng,
Clear All Rows,Xóa nội dung tất cả dòng,
Expand Row,Mở rộng dòng,
Collapse Row,Thu gọn dòng,
# ---- Taxes & charges ----
Tax Line,Dòng thuế,
Add Tax Line,Thêm dòng thuế,
Charge Type,Loại phí,
On Net Total,Trên tổng thuần,
On Previous Row Total,Trên tổng dòng trước,
On Previous Row Amount,Trên số tiền dòng trước,
Actual Charge,Phí thực tế,
On Item Quantity,Trên số lượng mặt hàng,
Tax Base Amount,Số tiền cơ sở tính thuế,
Deduct from Taxable Amount,Khấu trừ từ số tiền chịu thuế,
Included in Print Rate,Đã bao gồm trong đơn giá in,
Don Print,Không in,
Tax Category Filter,Bộ lọc danh mục thuế,
Tax Type,Loại thuế,
Shipping Rule,Quy tắc vận chuyển,
Shipping Amount,Số tiền vận chuyển,
Shipping Amount Type,Loại số tiền vận chuyển,
Fixed Shipping,Vận chuyển cố định,
Net Total Shipping,Vận chuyển theo tổng thuần,
Net Weight Shipping,Vận chuyển theo trọng lượng,
# ---- Payment schedule ----
Due Date Detail,Ngày đến hạn,
Installment Amount,Số tiền trả góp,
Installment Date,Ngày trả góp,
Payment Terms Template,Mẫu điều khoản thanh toán,
Discount Percentage,Phần trăm chiết khấu,
Discount Amount Payment,Số tiền chiết khấu,
Credit Days,Số ngày tín dụng,
Credit Months,Số tháng tín dụng,
# ---- More invoice fields ----
Is Pos,Là POS,
Is Return,Là phiếu trả,
Is Debit Note,Là giấy báo nợ,
Is Consolidated,Đã hợp nhất,
Is Internal Customer,Là khách hàng nội bộ,
Is Internal Supplier,Là NCC nội bộ,
Is Subcontracted,Là gia công,
Is Opening,Là số dư đầu,
Is Opening Entry,Bút toán khai báo,
Is Commission,Có hoa hồng,
Is Recurring,Định kỳ,
Is Fixed Asset,Là tài sản cố định,
Is Stock Item,Là mặt hàng tồn kho,
Is Sales Item,Là mặt hàng bán,
Is Purchase Item,Là mặt hàng mua,
Is Manufacturing Item,Là mặt hàng sản xuất,
Maintain Stock,Quản lý tồn kho,
Allow Alternative Item,Cho phép mặt hàng thay thế,
Allow Negative Stock,Cho phép tồn kho âm,
# ---- Expense and cost ----
Expense Account,Tài khoản chi phí,
Cost Allocation,Phân bổ chi phí,
Allocation Percentage,Phần trăm phân bổ,
Billing Rate,Đơn giá lập HĐ,
Costing Rate,Đơn giá chi phí,
Standard Selling Rate,Đơn giá bán chuẩn,
Standard Buying Rate,Đơn giá mua chuẩn,
# ---- Address fields ----
Address Type,Loại địa chỉ,
Billing Type,Loại địa chỉ xuất HĐ,
Shipping Type,Loại địa chỉ giao hàng,
Office Address,Địa chỉ văn phòng,
Personal Address,Địa chỉ cá nhân,
Plant Address,Địa chỉ nhà máy,
Shop Address,Địa chỉ cửa hàng,
Postal Code,Mã bưu điện,
ZIP Code,Mã bưu điện,
Pin Code,Mã pin,
State,Tỉnh/bang,
City,Thành phố,
Subdivision,Khu vực con,
Latitude,Vĩ độ,
Longitude,Kinh độ,
Geo Location,Vị trí địa lý,
# ---- Contact fields ----
Contact Method,Phương thức liên hệ,
Preferred Contact,Liên hệ ưu tiên,
Mobile Number,Số di động,
Landline,Điện thoại cố định,
Fax,Fax,
Skype,Skype,
Telegram,Telegram,
WhatsApp,WhatsApp,
WeChat,WeChat,
Viber,Viber,
Line,Line,
Signal,Signal,
# ---- Tags & categories ----
Add Category,Thêm danh mục,
Main Category,Danh mục chính,
Sub Category,Danh mục con,
Category Tree,Cây danh mục,
Hierarchical,Phân cấp,
Flat,Phẳng,
# ---- Serial & batch ----
Serial No Creation,Tạo số seri,
Serial No Generated,Số seri đã tạo,
Serial No Incoming,Số seri nhập,
Serial No Outgoing,Số seri xuất,
Batch Creation Date,Ngày tạo lô,
Batch Manufacturing Date,Ngày sản xuất lô,
Batch Expiry Date,Ngày hết hạn lô,
Auto Create Serial,Tự động tạo seri,
Auto Create Batch,Tự động tạo lô,
# ---- More item fields ----
Item Group Tree,Cây nhóm mặt hàng,
Default UOM,ĐVT mặc định,
Purchase UOM,ĐVT mua,
Sales UOM,ĐVT bán,
Inspection Required,Yêu cầu kiểm tra,
Quality Check Template,Mẫu kiểm tra chất lượng,
Reorder Configuration,Cấu hình đặt lại,
Taxes and Charges,Thuế và phí,
Weight UOM Item,ĐVT trọng lượng mặt hàng,
# ---- Sales / Buying default ----
Default Selling Cost Center,Trung tâm chi phí bán mặc định,
Default Selling Account,Tài khoản bán mặc định,
Default Buying Cost Center,Trung tâm chi phí mua mặc định,
Default Buying Account,Tài khoản mua mặc định,
Default Supplier,NCC mặc định,
Default Customer,Khách hàng mặc định,
Default Warehouse Item,Kho mặc định mặt hàng,
Default Price List,Bảng giá mặc định,
Default Payment Terms,Điều khoản thanh toán mặc định,
Default Currency Company,Tiền tệ mặc định công ty,
# ---- Invoice aggregation ----
Invoice Aggregation,Tổng hợp hóa đơn,
Consolidate,Hợp nhất,
Consolidated Invoice,Hóa đơn hợp nhất,
Merged Invoice,Hóa đơn đã gộp,
Split Invoice,Tách hóa đơn,
Partial Invoice,Hóa đơn một phần,
Progressive Invoice,Hóa đơn tiến độ,
Pro Forma,Hóa đơn chiếu lệ,
Pro Forma Invoice,Hóa đơn chiếu lệ,
# ---- Document timeline ----
Created On,Tạo lúc,
Updated On,Cập nhật lúc,
Submitted On,Xác nhận lúc,
Cancelled On,Hủy lúc,
Approved On,Phê duyệt lúc,
Rejected On,Từ chối lúc,
Delivered On,Giao lúc,
Received On,Nhận lúc,
Paid On,Thanh toán lúc,
Billed On,Lập HĐ lúc,
Shipped On,Giao hàng lúc,
Closed On,Đóng lúc,
# ---- Approval flow ----
Submit for Approval,Gửi phê duyệt,
Approve Document,Phê duyệt tài liệu,
Reject Document,Từ chối tài liệu,
Request Changes,Yêu cầu thay đổi,
Approval Comments,Nhận xét phê duyệt,
Rejection Reason,Lý do từ chối,
Approval Notes,Ghi chú phê duyệt,
Approval Date,Ngày phê duyệt,
Approval Level,Cấp phê duyệt,
First Approver,Người phê duyệt đầu,
Second Approver,Người phê duyệt thứ hai,
Final Approver,Người phê duyệt cuối,
Hierarchy Approval,Phê duyệt phân cấp,
Parallel Approval,Phê duyệt song song,
Sequential Approval,Phê duyệt tuần tự,
# ======================================================================
# BATCH 17: Reports + Charts + Analytics Fields
# ======================================================================
Field Name,Tên trường,
Field Label,Nhãn trường,
Placeholder,Văn bản gợi ý,
Help Text,Văn bản trợ giúp,
Tooltip,Chú giải,
Required Field Indicator,Dấu hiệu trường bắt buộc,
Mandatory,Bắt buộc,
Non Mandatory,Không bắt buộc,
Hidden Field,Trường ẩn,
Disabled Field,Trường bị tắt,
Readonly Field,Trường chỉ đọc,
Editable Field,Trường có thể sửa,
Auto Populated,Điền tự động,
User Entered,Người dùng nhập,
Calculated Field,Trường tính toán,
Formula,Công thức,
Formula Field,Trường công thức,
Fetch From,Lấy từ,
Fetch If Empty,Lấy nếu trống,
Ignore if Empty,Bỏ qua nếu trống,
Depends On,Phụ thuộc vào,
Mandatory Depends On,Bắt buộc phụ thuộc,
Read Only Depends On,Chỉ đọc phụ thuộc,
# ---- Report columns ----
Column Name,Tên cột,
Column Label,Nhãn cột,
Column Width,Độ rộng cột,
Column Type,Loại cột,
Column Visible,Cột hiển thị,
Column Format,Định dạng cột,
Column Alignment,Căn chỉnh cột,
Column Group,Nhóm cột,
Column Order,Thứ tự cột,
Column Freeze,Cố định cột,
Frozen Column,Cột cố định,
Sortable Column,Cột sắp xếp được,
Filterable Column,Cột lọc được,
Hidden Column,Cột ẩn,
Visible Column,Cột hiển thị,
Currency Column,Cột tiền tệ,
Percent Column,Cột phần trăm,
Date Column,Cột ngày,
Link Column,Cột liên kết,
Image Column,Cột hình ảnh,
Check Column,Cột kiểm tra,
Progress Column,Cột tiến độ,
Tag Column,Cột thẻ,
# ---- Chart properties ----
Chart Name,Tên biểu đồ,
Chart Title,Tiêu đề biểu đồ,
Chart Description,Mô tả biểu đồ,
Chart Data,Dữ liệu biểu đồ,
Chart Style,Kiểu biểu đồ,
Chart Theme,Chủ đề biểu đồ,
Chart Color,Màu biểu đồ,
Chart Legend,Chú thích biểu đồ,
Chart Axis,Trục biểu đồ,
Chart Label,Nhãn biểu đồ,
Chart Point,Điểm biểu đồ,
Chart Line,Đường biểu đồ,
Chart Bar,Cột biểu đồ,
Chart Slice,Lát biểu đồ,
Chart Area,Vùng biểu đồ,
Chart Grid,Lưới biểu đồ,
Chart Tooltip,Chú giải biểu đồ,
Chart Export,Xuất biểu đồ,
Chart Options,Tùy chọn biểu đồ,
Chart Type Stacked,Xếp chồng,
Chart Type Grouped,Nhóm,
Chart Type Stacked Bar,Cột xếp chồng,
Chart Type Grouped Bar,Cột nhóm,
Chart Type Horizontal Bar,Cột ngang,
Chart Type Vertical Bar,Cột dọc,
Chart Combo,Biểu đồ kết hợp,
Scatter Plot,Biểu đồ phân tán,
Bubble Chart,Biểu đồ bong bóng,
Funnel Chart,Biểu đồ phễu,
Radar Chart,Biểu đồ mạng nhện,
Gauge Chart,Biểu đồ đồng hồ,
Waterfall Chart,Biểu đồ thác nước,
Sunburst Chart,Biểu đồ tia,
Treemap,Biểu đồ khối,
Candlestick Chart,Biểu đồ nến,
OHLC Chart,Biểu đồ OHLC,
# ---- Analytics terms ----
Data Visualization,Trực quan hóa dữ liệu,
Data Analysis,Phân tích dữ liệu,
Data Mining,Khai phá dữ liệu,
Big Data,Dữ liệu lớn,
Data Warehouse,Kho dữ liệu,
Data Lake,Hồ dữ liệu,
Data Mart,Kho dữ liệu chuyên ngành,
Data Model,Mô hình dữ liệu,
Data Pipeline,Đường ống dữ liệu,
ETL,ETL,
Extract Transform Load,Trích xuất Biến đổi Nạp,
Data Quality,Chất lượng dữ liệu,
Data Cleansing,Làm sạch dữ liệu,
Data Enrichment,Bổ sung dữ liệu,
Data Integration,Tích hợp dữ liệu,
Data Migration,Di chuyển dữ liệu,
Data Lineage,Dòng chảy dữ liệu,
Data Governance,Quản trị dữ liệu,
Data Privacy,Bảo mật dữ liệu,
Data Security,An toàn dữ liệu,
Data Breach,Rò rỉ dữ liệu,
PII,Thông tin cá nhân nhận dạng,
Personally Identifiable Information,Thông tin cá nhân nhận dạng,
GDPR,Quy định bảo vệ dữ liệu EU,
# ---- Statistics ----
Statistics,Thống kê,
Statistical,Thống kê,
Mean,Trung bình cộng,
Median,Trung vị,
Mode,Mốt,
Standard Deviation,Độ lệch chuẩn,
Variance Stat,Phương sai,
Correlation,Tương quan,
Regression,Hồi quy,
Linear Regression,Hồi quy tuyến tính,
Trend,Xu hướng,
Trendline,Đường xu hướng,
Forecasting,Dự báo,
Projection,Dự đoán,
Prediction,Dự đoán,
Simulation,Mô phỏng,
# ---- Dashboard ----
Dashboard Filter,Bộ lọc bảng tổng quan,
Global Filter,Bộ lọc toàn cục,
Local Filter,Bộ lọc cục bộ,
Saved Filter,Bộ lọc đã lưu,
Save Filter,Lưu bộ lọc,
Load Filter,Tải bộ lọc,
Clear Filter,Xóa bộ lọc,
Apply Filter,Áp dụng bộ lọc,
Reset Filter,Đặt lại bộ lọc,
Filter Presets,Bộ lọc cài đặt sẵn,
Custom Filter,Bộ lọc tùy chỉnh,
Date Range Filter,Bộ lọc khoảng ngày,
Text Filter,Bộ lọc văn bản,
Number Filter,Bộ lọc số,
# ---- KPI ----
KPI Name,Tên KPI,
KPI Formula,Công thức KPI,
KPI Goal,Mục tiêu KPI,
KPI Achievement,Đạt KPI,
KPI Owner,Chủ sở hữu KPI,
KPI Frequency,Tần suất KPI,
KPI Unit,Đơn vị KPI,
KPI Trend,Xu hướng KPI,
Goal Achievement,Đạt mục tiêu,
Percent Goal,Phần trăm mục tiêu,
Goal Distance,Khoảng cách đến mục tiêu,
# ---- Report detail ----
Report Header,Đầu báo cáo,
Report Footer,Cuối báo cáo,
Report Watermark,Hình mờ báo cáo,
Watermark Text,Văn bản hình mờ,
Report Logo,Logo báo cáo,
Report Title,Tiêu đề báo cáo,
Report Subtitle,Phụ đề báo cáo,
Report Page,Trang báo cáo,
Report Page Number,Số trang báo cáo,
Page Header,Đầu trang,
Page Footer,Cuối trang,
Print Landscape,In ngang,
Print Portrait,In dọc,
Print Double Sided,In hai mặt,
Single Sided,In một mặt,
Paper Size,Cỡ giấy,
A3,A3,
A4,A4,
A5,A5,
Letter,Letter,
Legal,Legal,
Custom Size,Cỡ tùy chỉnh,
Margins,Lề,
Top Margin,Lề trên,
Bottom Margin,Lề dưới,
Left Margin,Lề trái,
Right Margin,Lề phải,
# ---- Print options ----
Print Options,Tùy chọn in,
Letter Head Logo,Logo tiêu đề thư,
Show Signature,Hiện chữ ký,
Hide Signature,Ẩn chữ ký,
Show Stamp,Hiện con dấu,
Hide Stamp,Ẩn con dấu,
Show Note,Hiện ghi chú,
Hide Note,Ẩn ghi chú,
Show Terms,Hiện điều khoản,
Hide Terms,Ẩn điều khoản,
Show Barcode,Hiện mã vạch,
Show QR Code,Hiện mã QR,
Print Copy,In bản sao,
Print Original,In bản gốc,
Print Draft,In bản nháp,
Print Ready,Sẵn sàng in,
Printer Name,Tên máy in,
Default Printer,Máy in mặc định,
Save as PDF,Lưu thành PDF,
Print PDF,In PDF,
# ---- Permissions & visibility ----
View Only,Chỉ xem,
Can Edit,Có thể sửa,
Can Approve,Có thể phê duyệt,
Can Submit,Có thể xác nhận,
Can Cancel,Có thể hủy,
Can Delete,Có thể xóa,
Can Export,Có thể xuất,
Can Print,Có thể in,
Can Email,Có thể gửi email,
Restricted,Bị hạn chế,
Unrestricted,Không hạn chế,
All Users,Tất cả người dùng,
Selected Users,Người dùng đã chọn,
# ======================================================================
# BATCH 18: Geography, Countries, Timezones, Regions
# ======================================================================
Region,Khu vực,
Sub Region,Khu vực con,
Continent,Châu lục,
Asia,Châu Á,
Europe,Châu Âu,
Africa,Châu Phi,
North America,Bắc Mỹ,
South America,Nam Mỹ,
Australia Continent,Châu Úc,
Oceania,Châu Đại Dương,
Antarctica,Nam Cực,
# ---- Countries ----
United States,Hoa Kỳ,
United Kingdom,Vương quốc Anh,
Japan,Nhật Bản,
Japan Country,Nhật Bản,
China,Trung Quốc,
South Korea,Hàn Quốc,
North Korea,Triều Tiên,
Thailand,Thái Lan,
Singapore,Singapore,
Malaysia,Malaysia,
Indonesia,Indonesia,
Philippines,Philippines,
Cambodia,Campuchia,
Laos,Lào,
Myanmar,Myanmar,
Brunei,Brunei,
India,Ấn Độ,
Pakistan,Pakistan,
Bangladesh,Bangladesh,
Sri Lanka,Sri Lanka,
Nepal,Nepal,
Russia,Nga,
Germany,Đức,
France,Pháp,
Italy,Ý,
Spain,Tây Ban Nha,
Portugal,Bồ Đào Nha,
Netherlands,Hà Lan,
Belgium,Bỉ,
Switzerland,Thụy Sĩ,
Austria,Áo,
Poland,Ba Lan,
Sweden,Thụy Điển,
Norway,Na Uy,
Denmark,Đan Mạch,
Finland,Phần Lan,
Ireland,Ireland,
Canada,Canada,
Mexico,Mexico,
Brazil,Brazil,
Argentina,Argentina,
Chile,Chile,
Peru,Peru,
Colombia,Colombia,
Venezuela,Venezuela,
Australia,Úc,
New Zealand,New Zealand,
South Africa,Nam Phi,
Egypt,Ai Cập,
Nigeria,Nigeria,
Kenya,Kenya,
Morocco,Morocco,
Saudi Arabia,Ả Rập Xê Út,
UAE,Các Tiểu vương quốc Ả Rập,
Israel,Israel,
Turkey,Thổ Nhĩ Kỳ,
Iran,Iran,
Iraq,Iraq,
Afghanistan,Afghanistan,
